species	temperature_min	temperature_max	climate	environment	depth_min	depth_max	metabolism_data	speed_data	gill_area_data
Saurogobio dumerili	NA	NA	subtropical	freshwater benthopelagic	NA	NA	False	False	False
Scaphiodonichthys acanthopterus	NA	NA	tropical	freshwater benthopelagic	NA	NA	False	False	False
Scartelaos histophorus	NA	NA	tropical	amphidromous marine brackish demersal	NA	NA	False	False	True
Scarus forsteni	NA	NA	tropical	reef-associated marine	3	30	False	False	False
Scarus ghobban	NA	NA	tropical	reef-associated marine brackish	3	36	False	False	False
Scarus rubroviolaceus	NA	NA	tropical	reef-associated marine	1	36	False	False	False
Scarus schlegeli	NA	NA	tropical	reef-associated marine	1	50	False	False	False
Scatophagus argus	20.0	28.0	tropical	amphidromous reef-associated freshwater marine brackish	1	4	False	False	False
Schedophilus velaini	NA	NA	NA	bathypelagic marine deep-water	40	500	False	False	False
Schistura balteata	NA	NA	tropical	freshwater benthopelagic	NA	NA	False	False	False
Schizopygopsis thermalis	NA	NA	NA	freshwater benthopelagic	NA	NA	False	False	False
Schizopygopsis younghusbandi	NA	NA	NA	freshwater benthopelagic	NA	NA	False	False	False
Schizothorax biddulphi	NA	NA	temperate	freshwater benthopelagic	NA	NA	False	False	False
Schizothorax macropogon	NA	NA	NA	freshwater benthopelagic	NA	NA	False	False	False
Schizothorax oconnori	NA	NA	NA	freshwater benthopelagic	NA	NA	False	False	False
Schizothorax richardsonii	NA	NA	tropical	freshwater demersal potamodromous	NA	NA	False	False	False
Schizothorax waltoni	NA	NA	NA	freshwater benthopelagic	NA	NA	False	False	False
Schizothorax wangchiachii	NA	NA	subtropical	freshwater benthopelagic	NA	NA	False	False	False
Sciades seemanni	22.0	26.0	tropical	freshwater marine brackish demersal	NA	NA	False	False	False
Sciaenops ocellatus	NA	NA	subtropical	oceanodromous marine brackish demersal	10	NA	False	False	False
Scleropages formosus	24.0	30.0	tropical	freshwater benthopelagic	NA	NA	False	False	False
Scobinichthys granulatus	NA	NA	temperate	reef-associated marine	NA	NA	False	False	False
Scomber australasicus	NA	NA	subtropical	oceanodromous marine pelagic-neritic	87	200	False	False	False
Scomber colias	NA	NA	temperate	marine brackish pelagic-neritic	NA	NA	False	False	False
Scomber japonicus	10.0	27.0	subtropical	oceanodromous marine pelagic-neritic	0	300	False	True	False
Scomber scombrus	NA	NA	temperate	oceanodromous marine brackish pelagic-neritic	0	1000	False	True	True
Scomberomorus cavalla	NA	NA	tropical	reef-associated oceanodromous marine	5	140	False	False	False
Scomberomorus munroi	NA	NA	tropical	oceanodromous marine pelagic-neritic	NA	100	False	False	False
Scomberomorus niphonius	NA	NA	temperate	oceanodromous marine pelagic-neritic	0	200	False	False	False
Scomberomorus semifasciatus	NA	NA	tropical	oceanodromous marine brackish pelagic-neritic	NA	100	False	False	False
Scombrolabrax heterolepis	NA	NA	subtropical	benthopelagic oceanodromous marine	100	900	False	False	False
Scopelengys tristis	NA	NA	NA	bathypelagic marine deep-water oceanodromous	400	1830	True	False	False
Scopelogadus mizolepis	NA	NA	NA	bathypelagic marine deep-water	300	3385	True	False	False
Scorpis lineolata	NA	NA	temperate	reef-associated marine brackish	1	30	False	False	False
Sebastiscus marmoratus	NA	NA	tropical	oceanodromous marine demersal	NA	NA	False	False	False
Sebates schlegeli	NA	NA	temperate	marine demersal	3	100	False	False	False
Seriola dumerili	NA	NA	subtropical	reef-associated oceanodromous marine	1	360	False	False	False
Seriola lalandi	18.0	24.0	subtropical	benthopelagic marine brackish	3	825	False	False	False
Seriola quinqueradiata	NA	NA	subtropical	oceanodromous marine demersal	100	NA	True	False	True
Serrivomer beanii	NA	NA	NA	bathypelagic marine deep-water	0	5998	False	False	False
Serrivomer sector	NA	NA	NA	bathypelagic marine deep-water	0	3243	False	False	False
Setipinna melanochir	NA	NA	tropical	freshwater marine brackish pelagic-neritic	NA	NA	False	False	False
Setipinna taty	NA	NA	tropical	oceanodromous marine brackish pelagic-neritic	0	50	False	False	False
Sewellia lineolata	NA	NA	tropical	freshwater demersal	NA	NA	False	False	False
Sicamugil cascasia	NA	NA	tropical	freshwater demersal potamodromous	NA	NA	False	False	False
Sicyopterus japonicus	NA	NA	subtropical	amphidromous freshwater marine brackish demersal	NA	NA	False	False	False
Siganus fuscescens	NA	NA	tropical	reef-associated oceanodromous marine brackish	NA	50	False	False	False
Siganus unimaculatus	26.0	28.0	tropical	reef-associated marine	NA	30	False	False	False
Sillago sihama	26.0	29.0	tropical	amphidromous reef-associated marine brackish	0	60	False	False	False
Silurus asotus	5.0	25.0	temperate	freshwater demersal	NA	NA	False	False	False
Silurus glanis	4.0	20.0	temperate	freshwater benthopelagic brackish non-migratory	0	30	False	False	False
Silurus lanzhouensis	NA	NA	temperate	freshwater demersal	NA	NA	False	False	False
Silurus meridionalis	NA	NA	subtropical	freshwater demersal	NA	NA	False	False	False
Simenchelys parasitica	4.0	9.0	NA	bathydemersal marine deep-water	136	2620	False	False	False
Sinibotia superciliaris	20.0	26.0	subtropical	freshwater demersal	NA	NA	False	False	False
Sinibrama macrops	NA	NA	subtropical	freshwater benthopelagic	NA	NA	False	False	False
Siniperca chuatsi	4.0	22.0	temperate	freshwater benthopelagic	10	NA	False	False	False
Siniperca knerii	NA	NA	temperate	freshwater benthopelagic brackish	NA	NA	False	False	False
